Agente,Ponto / Grupo,Data,Hora,Ativa C (kWh),Ativa G (kWh),Qualidade,Origem
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,1,0,1089.72,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,2,0,1090.09,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,3,0,1090.33,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,4,0,1090.50,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,5,0,1090.07,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,6,0,1092.32,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,7,0,1093.36,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,8,1.106,1015.29,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,9,0,1092.35,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,10,0,1089.90,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,11,0.403,1052.84,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,12,0,1208.14,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,13,0,1262.37,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,14,0,1260.97,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,15,0,1259.93,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,16,0,1259.89,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,17,0,1262.69,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,18,0,2010.81,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,19,0,2390.23,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,20,0,2215.25,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,21,0,2211.69,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,22,0,2212.64,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,23,0,2218.13,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),01/01/2020,24,0,2217.63,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,1,0,1321.13,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,2,0,1347.60,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,3,0,1344.30,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,4,0,1341.99,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,5,0,1338.01,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,6,0,1335.22,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,7,0,1336.34,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,8,0,1340.06,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,9,0,1342.36,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,10,0,1342.27,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,11,0,1342.55,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,12,0,1342.33,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,13,0,1342.67,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,14,0,1340.64,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,15,0,1336.93,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,16,0,1335.46,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,17,0,1334.10,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,18,0,1332.21,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,19,0,1328.27,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,20,0,1289.59,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,21,0,1251.40,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,22,0,1255.98,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,23,0,1258.60,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),02/01/2020,24,0,1261.58,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,1,0,1263.59,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,2,0,1261.72,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,3,0,1257.50,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,4,0,1253.27,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,5,0,1249.96,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,6,0,1248.66,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,7,0,1112.85,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,8,0,1082.88,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,9,0,1087.08,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,10,0,1090.96,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,11,0,1092.87,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,12,0,1093.56,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,13,0,1093.71,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,14,0,1093.71,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,15,0,1092.61,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,16,0,1091.70,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,17,0,1089.56,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,18,0,1087.77,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,19,0,1084.07,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,20,0,1084.28,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,21,0,1082.56,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,22,0,1084.80,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,23,0,1088.74,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),03/01/2020,24,0,1091.36,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,1,0,1092.37,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,2,17.081,247.189,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,3,22.373,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,4,22.406,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,5,22.022,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,6,22.357,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,7,16.938,110.287,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,8,0,1107.45,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,9,0,1103.35,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,10,0,1099.21,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,11,0,1095.27,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,12,0,1090.78,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,13,0,1088.10,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,14,0,1085.36,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,15,0,1083.13,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,16,0,1081.30,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,17,0,1079.81,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,18,0,1079.15,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,19,0,1077.41,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,20,0,1079.74,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,21,0,1081.74,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,22,0,1084.36,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,23,0,1087.98,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),04/01/2020,24,0,1090.35,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,1,0,1092.88,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,2,0,1094.94,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,3,0,1095.82,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,4,14.289,316.793,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,5,19.579,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,6,19.685,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,7,16.491,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,8,14.949,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,9,10.931,240.908,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,10,0,1108.08,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,11,0,1105.34,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,12,0,1103.31,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,13,0,1099.41,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,14,0,1098.11,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,15,0,1094.23,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,16,0,1090.44,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,17,0,1088.00,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,18,0,1087.54,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,19,0,1087.52,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,20,0,1088.51,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,21,0,1087.95,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,22,0,1069.05,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,23,0,1001.70,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),05/01/2020,24,0,1001.80,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,1,0,999.512,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,2,0,998.914,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,3,0,998.346,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,4,0,997.301,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,5,0,996.71,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,6,3.842,675.364,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,7,17.298,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,8,12.735,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,9,16.49,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,10,13.338,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,11,11.794,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,12,12.122,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,13,3.579,760.706,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,14,0.876,1017.48,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,15,0,1084.70,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,16,0,1082.76,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,17,0,1082.26,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,18,0,1687.82,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,19,3.566,1122.49,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,20,0,2761.27,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,21,0.47,2147.87,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,22,0,2062.01,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,23,0,1149.24,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),06/01/2020,24,0,1125.77,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,1,0,1116.47,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,2,0,1116.53,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,3,0,1111.59,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,4,0,1106.51,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,5,0,1101.85,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,6,0,1100.17,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,7,0,1346.25,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,8,0,1449.35,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,9,0,1451.26,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,10,0,1428.43,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,11,0,1196.87,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,12,0,1199.32,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,13,0,1203.11,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,14,0,1207.16,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,15,0,1209.04,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,16,0,1208.01,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,17,0,1206.45,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,18,0,1204.96,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,19,0,1203.01,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,20,0,1199.22,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,21,0,1201.58,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,22,0,1204.08,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,23,0,1208.61,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),07/01/2020,24,0,1209.94,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,1,0,1212.40,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,2,0,1214.82,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,3,3.465,983.44,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,4,16.503,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,5,16.746,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,6,15.985,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,7,13.572,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,8,12.805,8.29,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,9,0,1109.49,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,10,0,1104.74,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,11,0,1098.99,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,12,0,1090.40,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,13,0,1089.26,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,14,0,1087.97,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,15,0,1086.14,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,16,0,1083.41,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,17,0,1083.67,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,18,0,1085.51,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,19,0,1088.06,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,20,0,1089.26,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,21,0,1089.27,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,22,0,1091.60,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,23,0,1095.07,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),08/01/2020,24,0,1096.22,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,1,0,1098.52,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,2,0,1100.06,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,3,0,1101.74,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,4,0,1103.16,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,5,0,1102.67,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,6,16.142,93.129,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,7,13.828,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,8,14.922,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,9,16.468,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,10,15.89,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,11,16.157,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,12,7.987,604.62,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,13,0,1099.31,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,14,0,1166.93,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,15,1.413,594.43,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,16,0.735,1201.90,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,17,0,1088.27,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,18,0,1088.67,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,19,1.767,933.261,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,20,2.966,885.911,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,21,0,1092.62,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,22,1.583,970.908,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,23,0,1093.16,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),09/01/2020,24,0,1093.45,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,1,0,1092.40,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,2,0,1093.18,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,3,0,1093.05,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,4,0,1091.25,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,5,0,1090.31,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,6,0.49,1045.04,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,7,11.744,85.657,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,8,11.758,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,9,12.056,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,10,11.728,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,11,12.316,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,12,12.042,0,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,13,11.894,70.98,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,14,0.376,1058.50,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,15,0.34,1055.15,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,16,5.574,404.582,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,17,4.862,467.187,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,18,0,3013.65,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,19,3.687,1182.76,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,20,0,3926.91,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,21,1.49,3191.22,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,22,0,3038.08,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,23,1.449,3710.09,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),10/01/2020,24,0,4104.93,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),11/01/2020,1,0,4099.93,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),11/01/2020,2,0,4093.93,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),11/01/2020,3,0,4090.64,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),11/01/2020,4,1.112,2594.40,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),11/01/2020,5,0,2860.98,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),11/01/2020,6,0,2902.25,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),11/01/2020,7,0,2919.24,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),11/01/2020,8,0,2919.76,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),11/01/2020,9,0,2915.62,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),11/01/2020,10,0,2911.53,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),11/01/2020,11,0,2917.87,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),11/01/2020,12,0,2922.01,Completo,COLETA DIÁRIA
ABRANJO I,RSECZSUABJ-02 (L),11/01/2020,13,0,2927.44,Completo,COLETA DIÁRIA
