Agente,Ponto / Grupo,Data,Hora,Ativa C (kWh),Ativa G (kWh),Qualidade,Origem
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,4,1908.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,5,1893.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,6,1886.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,7,1980.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,8,1864.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,9,1612.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,10,1706.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,11,1706.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,12,1720.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,13,1771.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,14,1699.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,15,1692.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,16,1713.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,17,1684.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,18,1670.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,19,1706.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,20,1684.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,21,1713.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,22,1684.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,23,1670.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),28/01/2020,24,1663.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,1,1231.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,2,1152.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,3,1634.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,4,1548.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,5,1476.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,6,1519.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,7,1418.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,8,1497.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,9,1620.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,10,1533.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,11,1627.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,12,1972.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,13,1814.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,14,1764.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,15,1771.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,16,2210.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,17,2448.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,18,2520.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,19,2275.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,20,2311.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,21,2404.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,22,2808.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,23,2908.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),29/01/2020,24,3016.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,1,3204.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,2,3816.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,3,4334.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,4,4140.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,5,3801.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,6,4305.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,7,4708.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,8,4579.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,9,4824.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,10,5248.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,11,5313.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,12,5162.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,13,5018.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,14,5421.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,15,5666.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,16,5544.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,17,5961.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,18,5572.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,19,5313.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,20,5176.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,21,5256.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,22,5378.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,23,5421.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),30/01/2020,24,5428.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,1,5407.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,2,5378.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,3,5263.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,4,4910.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,5,5536.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,6,5875.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,7,5515.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,8,5587.20,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,9,6292.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,10,6674.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,11,6624.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,12,6134.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,13,6048.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,14,5724.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,15,5832.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,16,6076.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,17,5673.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,18,5450.40,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,19,5508.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,20,5385.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,21,5356.80,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,22,5688.00,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,23,5565.60,0,Completo,COLETA DIÁRIA
CP MATRIZ_PE,PECPISENTR101 (L),31/01/2020,24,5306.40,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,1,21.747,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,2,23.094,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,3,23.75,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,4,20.714,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,5,22.179,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,6,23.203,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,7,20.33,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,8,22.029,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,9,21.969,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,10,20.545,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,11,21.574,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,12,22.629,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,13,20.305,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,14,21.21,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,15,18.613,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,16,16.741,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,17,16.033,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,18,11.177,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,19,0.524,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,20,0.528,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,21,0.529,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,22,7.194,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,23,24.282,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),01/01/2020,24,22.535,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,1,21.032,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,2,23.542,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,3,23.334,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,4,20.831,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,5,21.994,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,6,23.161,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,7,20.276,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,8,21.686,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,9,22.828,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,10,19.997,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,11,21.234,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,12,22.477,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,13,19.633,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,14,21.943,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,15,20.269,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,16,16.616,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,17,15.768,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,18,11.502,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,19,0.536,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,20,0.528,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,21,0.528,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,22,6.298,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,23,18.99,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),02/01/2020,24,19.659,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,1,17.356,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,2,16.719,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,3,16.503,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,4,16.852,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,5,17.604,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,6,17.189,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,7,16.014,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,8,15.969,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,9,15.926,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,10,15.878,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,11,9.407,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,12,0.456,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,13,0.454,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,14,0.448,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,15,0.471,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,16,0.516,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,17,0.531,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,18,0.54,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,19,2.291,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,20,12.211,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,21,12.494,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,22,17.291,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,23,17.324,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),03/01/2020,24,17.332,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,1,18.595,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,2,17.476,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,3,16.415,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,4,16.329,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,5,16.22,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,6,17,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,7,17.548,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,8,16.824,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,9,6.326,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,10,0.508,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,11,0.511,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,12,0.501,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,13,0.503,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,14,0.502,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,15,11.37,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,16,18.226,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,17,18.999,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,18,12.177,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,19,11.834,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,20,9.65,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,21,11.616,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,22,14.855,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,23,18.322,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),04/01/2020,24,16.464,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,1,16.349,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,2,16.238,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,3,16.918,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,4,17.51,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,5,16.839,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,6,15.988,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,7,15.931,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,8,10.12,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,9,0.541,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,10,0.529,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,11,0.519,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,12,0.506,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,13,0.5,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,14,0.498,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,15,0.504,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,16,0.505,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,17,0.514,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,18,0.517,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,19,0.511,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,20,0.511,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,21,0.517,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,22,0.534,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,23,0.54,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),05/01/2020,24,0.548,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,1,0.553,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,2,0.564,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,3,0.564,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,4,0.561,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,5,0.563,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,6,0.567,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,7,0.556,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,8,0.532,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,9,0.517,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,10,0.521,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,11,0.526,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,12,0.519,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,13,0.524,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,14,0.506,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,15,0.504,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,16,0.516,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,17,0.515,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,18,0.512,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,19,0.514,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,20,0.522,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,21,0.53,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,22,0.532,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,23,0.542,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),06/01/2020,24,0.552,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),07/01/2020,1,0.558,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),07/01/2020,2,0.564,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),07/01/2020,3,12.583,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),07/01/2020,4,1.378,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),07/01/2020,5,0.632,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),07/01/2020,6,0.591,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),07/01/2020,7,0.523,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),07/01/2020,8,0.516,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),07/01/2020,9,0.506,0,Completo,COLETA DIÁRIA
